lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover
0000000,0000511,0000070,0001003,0004949,0004799,0004889,0000009,001024,000,000,00001024,01,004,004,016,016
0000000,0001615,0000521,0001412,0011401,0011262,0011311,0000560,001024,000,000,00001024,01,004,004,016,016
0000000,0000511,0000070,0001004,0005100,0004899,0005040,0000009,001024,001,000,00001024,01,004,004,016,016
0000000,0001420,0000491,0001371,0011151,0011061,0011071,0000388,001024,001,000,00001024,01,004,004,016,016
0000000,0000511,0000070,0001008,0009698,0009548,0009628,0000010,001024,002,000,00001024,01,004,004,016,016
0000000,0001788,0000481,0001621,0011873,0011561,0011762,0000731,001024,002,000,00001024,01,004,004,016,016
0000000,0000511,0000070,0001004,0005150,0004959,0005090,0000010,001024,003,000,00001024,01,004,004,016,016
0000000,0001613,0000481,0001510,0011071,0010890,0010991,0000558,001024,003,000,00001024,01,004,004,016,016
0000000,0000511,0000071,0001003,0004920,0004649,0004819,0000009,001024,000,001,00001024,01,004,004,016,016
0000000,0001461,0000491,0001371,0011542,0011382,0011452,0000419,001024,000,001,00001024,01,004,004,016,016
0000000,0000511,0000070,0001003,0005080,0004919,0005009,0000009,001024,001,001,00001024,01,004,004,016,016
0000000,0001672,0000481,0001529,0011021,0010941,0010941,0000611,001024,001,001,00001024,01,004,004,016,016
0000000,0000511,0000070,0001004,0005129,0004949,0005059,0000010,001024,002,001,00001024,01,004,004,016,016
0000000,0001677,0000471,0001549,0010941,0010820,0010870,0000613,001024,002,001,00001024,01,004,004,016,016
0000000,0000511,0000070,0001008,0009809,0009608,0009748,0000010,001024,003,001,00001024,01,004,004,016,016
0000000,0001994,0000491,0001772,0012002,0011702,0011892,0000911,001024,003,001,00001024,01,004,004,016,016
0000000,0000511,0000070,0001004,0005029,0004739,0004919,0000009,001024,000,002,00001024,01,004,004,016,016
0000000,0001444,0000491,0001313,0011662,0011492,0011562,0000405,001024,000,002,00001024,01,004,004,016,016
0000000,0000511,0000070,0001008,0009638,0009528,0009568,0000010,001024,001,002,00001024,01,004,004,016,016
0000000,0001788,0000511,0001623,0011792,0011712,0011702,0000738,001024,001,002,00001024,01,004,004,016,016
0000000,0000511,0000070,0001008,0005220,0005020,0005140,0000010,001024,002,002,00001024,01,004,004,016,016
0000000,0001640,0000491,0001526,0011110,0010960,0011031,0000580,001024,002,002,00001024,01,004,004,016,016
0000000,0000511,0000070,0001008,0005219,0005020,0005139,0000010,001024,003,002,00001024,01,004,004,016,016
0000000,0001632,0000491,0001522,0011121,0010950,0011041,0000576,001024,003,002,00001024,01,004,004,016,016
0000000,0000511,0000070,0001004,0004959,0004779,0004849,0000009,001024,000,000,00000128,01,004,004,016,016
0000000,0001634,0000531,0001423,0011412,0011321,0011311,0000573,001024,000,000,00000128,01,004,004,016,016
0000000,0000511,0000071,0001008,0009618,0009518,0009518,0000010,001024,001,000,00000128,01,004,004,016,016
0000000,0001775,0000541,0001614,0011662,0011551,0011562,0000718,001024,001,000,00000128,01,004,004,016,016
0000000,0000511,0000070,0001004,0005150,0004949,0005059,0000010,001024,002,000,00000128,01,004,004,016,016
0000000,0001425,0000531,0001320,0011050,0010970,0010941,0000390,001024,002,000,00000128,01,004,004,016,016
0000000,0000521,0000070,0001004,0005180,0004979,0005089,0000010,001024,003,000,00000128,01,004,004,016,016
0000000,0001623,0000531,0001430,0011101,0010930,0011010,0000566,001024,003,000,00000128,01,004,004,016,016
0000000,0000511,0000070,0001004,0004969,0004789,0004860,0000009,001024,000,001,00000128,01,004,004,016,016
0000000,0001597,0000541,0001402,0011402,0011311,0011311,0000542,001024,000,001,00000128,01,004,004,016,016
0000000,0000521,0000080,0001008,0009628,0009527,0009528,0000010,001024,001,001,00000128,01,004,004,016,016
0000000,0001753,0000531,0001598,0011732,0011582,0011642,0000698,001024,001,001,00000128,01,004,004,016,016
0000000,0000521,0000070,0001004,0005170,0004979,0005079,0000010,001024,002,001,00000128,01,004,004,016,016
0000000,0001610,0000541,0001417,0011071,0010931,0010981,0000553,001024,002,001,00000128,01,004,004,016,016
0000000,0000521,0000070,0001004,0005160,0004959,0005069,0000010,001024,003,001,00000128,01,004,004,016,016
0000000,0001416,0000551,0001319,0011041,0010981,0010950,0000381,001024,003,001,00000128,01,004,004,016,016
0000000,0000511,0000070,0001003,0004919,0004679,0004799,0000009,001024,000,002,00000128,01,004,004,016,016
0000000,0001591,0000531,0001388,0011131,0011061,0011041,0000532,001024,000,002,00000128,01,004,004,016,016
0000000,0000511,0000070,0001004,0004970,0004829,0004869,0000009,001024,001,002,00000128,01,004,004,016,016
0000000,0001995,0000521,0001573,0010920,0010860,0010840,0000879,001024,001,002,00000128,01,004,004,016,016
0000000,0000521,0000070,0001004,0005150,0004909,0005050,0000010,001024,002,002,00000128,01,004,004,016,016
0000000,0001957,0000541,0001651,0010990,0010770,0010910,0000855,001024,002,002,00000128,01,004,004,016,016
0000000,0000511,0000061,0001008,0009839,0009588,0009758,0000010,001024,003,002,00000128,01,004,004,016,016
0000000,0002685,0000511,0002216,0011662,0011391,0011552,0001507,001024,003,002,00000128,01,004,004,016,016
0000000,0001016,0000191,0001004,0005290,0004879,0005029,0000010,001024,000,000,00000008,01,004,004,016,016
0000000,0002162,0000541,0001966,0010780,0010710,0010560,0001070,001024,000,000,00000008,01,004,004,016,016
0000000,0001021,0000190,0001009,0009849,0009618,0008847,0000011,001024,001,000,00000008,01,004,004,016,016
0000000,0003414,0000521,0002758,0011201,0010900,0010900,0002254,001024,001,000,00000008,01,004,004,016,016
0000000,0001018,0000190,0001004,0005190,0005089,0004429,0000010,001024,002,000,00000008,01,004,004,016,016
0000000,0002817,0000541,0002411,0010710,0010609,0010509,0001624,001024,002,000,00000008,01,004,004,016,016
0000000,0001019,0000190,0001004,0005240,0005099,0004619,0000010,001024,003,000,00000008,01,004,004,016,016
0000000,0002840,0000531,0002436,0010740,0010600,0010529,0001654,001024,003,000,00000008,01,004,004,016,016
0000000,0001012,0000190,0001004,0005270,0004849,0004599,0000010,001024,000,001,00000008,01,004,004,016,016
0000000,0002232,0000551,0001955,0010750,0010650,0010560,0001137,001024,000,001,00000008,01,004,004,016,016
0000000,0001007,0000180,0001008,0009839,0009608,0008877,0000010,001024,001,001,00000008,01,004,004,016,016
0000000,0005825,0000531,0004121,0011251,0010870,0010931,0004406,001024,001,001,00000008,01,004,004,016,016
0000000,0001013,0000190,0001004,0005250,0005080,0004989,0000010,001024,002,001,00000008,01,004,004,016,016
0000000,0003162,0000541,0002550,0010701,0010560,0010539,0001972,001024,002,001,00000008,01,004,004,016,016
0000000,0001012,0000190,0001004,0005230,0005079,0004628,0000010,001024,003,001,00000008,01,004,004,016,016
0000000,0003318,0000541,0002566,0010690,0010539,0010500,0002039,001024,003,001,00000008,01,004,004,016,016
0000000,0001015,0000190,0001007,0005290,0004890,0005059,0000010,001024,000,002,00000008,01,004,004,016,016
0000000,0002253,0000541,0002007,0010790,0010730,0010570,0001142,001024,000,002,00000008,01,004,004,016,016
0000000,0001024,0000190,0001009,0009858,0009618,0008856,0000011,001024,001,002,00000008,01,004,004,016,016
0000000,0002891,0000521,0002381,0011521,0010920,0010951,0001735,001024,001,002,00000008,01,004,004,016,016
0000000,0001019,0000190,0001007,0005240,0005099,0004588,0000010,001024,002,002,00000008,01,004,004,016,016
0000000,0002664,0000531,0002355,0010750,0010620,0010520,0001516,001024,002,002,00000008,01,004,004,016,016
0000000,0001018,0000190,0001005,0005179,0005080,0004408,0000010,001024,003,002,00000008,01,004,004,016,016
0000000,0002657,0000531,0002341,0010720,0010640,0010519,0001512,001024,003,002,00000008,01,004,004,016,016
