tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate
000,00000000,00381932,00005715,010,00250415,00000000,00000000,001024,000,000,00001024,00192435,01,0000018170620511,00000000,00000000,004,002,016,016,1
001,00000000,00382131,00002814,010,00250257,00000000,00000000,001024,000,000,00001024,00192486,01,0000018124218905,00000000,00000000,004,002,016,016,1
002,00000000,00383105,00001960,010,00252127,00000000,00000000,001024,000,000,00001024,00192883,01,0000018297576782,00000000,00000000,004,002,016,016,1
003,00000000,00382622,00001748,010,00250455,00000000,00000000,001024,000,000,00001024,00192688,01,0000018001711303,00000000,00000000,004,002,016,016,1
004,00000000,00381733,00008449,010,00250503,00000000,00000000,001024,000,000,00001024,00191936,01,0000018161180128,00000000,00000000,004,002,016,016,1
005,00000000,00381747,00001992,010,00251275,00000000,00000000,001024,000,000,00001024,00192216,01,0000017780242115,00000000,00000000,004,002,016,016,1
006,00000000,00380816,00002265,010,00250177,00000000,00000000,001024,000,000,00001024,00191591,01,0000018111034133,00000000,00000000,004,002,016,016,1
007,00000000,00380986,00001975,010,00250179,00000000,00000000,001024,000,000,00001024,00192108,01,0000018069844489,00000000,00000000,004,002,016,016,1
008,00000000,00380833,00001935,010,00250595,00000000,00000000,001024,000,000,00001024,00191901,01,0000017796085931,00000000,00000000,004,002,016,016,1
009,00000000,00381369,00002307,010,00250092,00000000,00000000,001024,000,000,00001024,00192052,01,0000017707167230,00000000,00000000,004,002,016,016,1
010,00000000,00380784,00002618,010,00248997,00000000,00000000,001024,000,000,00001024,00191686,01,0000018251751996,00000000,00000000,004,002,016,016,1
011,00000000,00381021,00012344,010,00250475,00000000,00000000,001024,000,000,00001024,00192109,01,0000018223551080,00000000,00000000,004,002,016,016,1
012,00000000,00364236,00002903,010,00239151,00000000,00000000,001024,000,000,00001024,00183419,01,0000001899264681,00000000,00000000,004,002,016,016,1
013,00000000,00382478,00002441,010,00249758,00000000,00000000,001024,000,000,00001024,00192391,01,0000017052813139,00000000,00000000,004,002,016,016,1
014,00000000,00382592,00002948,010,00250887,00000000,00000000,001024,000,000,00001024,00192863,01,0000017725499382,00000000,00000000,004,002,016,016,1
015,00000000,00379609,00002410,010,00249775,00000000,00000000,001024,000,000,00001024,00191379,01,0000017309370786,00000000,00000000,004,002,016,016,1
000,00000000,00603913,00009104,010,00447273,00000000,00000000,001024,001,000,00001024,00304074,01,0000021040856441,00000000,00000000,004,002,016,016,1
001,00000000,00605160,00004404,010,00445736,00000000,00000000,001024,001,000,00001024,00304211,01,0000021003000062,00000000,00000000,004,002,016,016,1
002,00000000,00606225,00003024,010,00444129,00000000,00000000,001024,001,000,00001024,00304567,01,0000020856926498,00000000,00000000,004,002,016,016,1
003,00000000,00604061,00002823,010,00443359,00000000,00000000,001024,001,000,00001024,00303994,01,0000020455625699,00000000,00000000,004,002,016,016,1
004,00000000,00603256,00013433,010,00443719,00000000,00000000,001024,001,000,00001024,00302994,01,0000020338707911,00000000,00000000,004,002,016,016,1
005,00000000,00603410,00003245,010,00441429,00000000,00000000,001024,001,000,00001024,00303200,01,0000020545007044,00000000,00000000,004,002,016,016,1
006,00000000,00602462,00003470,010,00445047,00000000,00000000,001024,001,000,00001024,00303177,01,0000020978773907,00000000,00000000,004,002,016,016,1
007,00000000,00603935,00003210,010,00441157,00000000,00000000,001024,001,000,00001024,00303850,01,0000021009665847,00000000,00000000,004,002,016,016,1
008,00000000,00603974,00003119,010,00441866,00000000,00000000,001024,001,000,00001024,00303983,01,0000020832009931,00000000,00000000,004,002,016,016,1
009,00000000,00598723,00003698,010,00438738,00000000,00000000,001024,001,000,00001024,00301155,01,0000020401915393,00000000,00000000,004,002,016,016,1
010,00000000,00603658,00004158,010,00443065,00000000,00000000,001024,001,000,00001024,00303176,01,0000020990816291,00000000,00000000,004,002,016,016,1
011,00000000,00603791,00019082,010,00444009,00000000,00000000,001024,001,000,00001024,00303762,01,0000021096126586,00000000,00000000,004,002,016,016,1
012,00000000,00604773,00004433,010,00443688,00000000,00000000,001024,001,000,00001024,00303458,01,0000020819200741,00000000,00000000,004,002,016,016,1
013,00000000,00601399,00003701,010,00442449,00000000,00000000,001024,001,000,00001024,00302591,01,0000020307866981,00000000,00000000,004,002,016,016,1
014,00000000,00581489,00004785,010,00422647,00000000,00000000,001024,001,000,00001024,00292478,01,0000002218440488,00000000,00000000,004,002,016,016,1
015,00000000,00600310,00003651,010,00441310,00000000,00000000,001024,001,000,00001024,00303153,01,0000019972762939,00000000,00000000,004,002,016,016,1
000,00000000,00190999,00002895,010,00140336,00000000,00000000,001024,002,000,00001024,00095783,01,0000021843364249,00000000,00000000,004,002,016,016,1
001,00000000,00191183,00001416,010,00140007,00000000,00000000,001024,002,000,00001024,00095869,01,0000022394746362,00000000,00000000,004,002,016,016,1
002,00000000,00190899,00000983,010,00140195,00000000,00000000,001024,002,000,00001024,00095602,01,0000022317477379,00000000,00000000,004,002,016,016,1
003,00000000,00191048,00000960,010,00139091,00000000,00000000,001024,002,000,00001024,00095745,01,0000022024956941,00000000,00000000,004,002,016,016,1
004,00000000,00190882,00004192,010,00139653,00000000,00000000,001024,002,000,00001024,00095851,01,0000022372521255,00000000,00000000,004,002,016,016,1
005,00000000,00190639,00000972,010,00139173,00000000,00000000,001024,002,000,00001024,00095545,01,0000021691990154,00000000,00000000,004,002,016,016,1
006,00000000,00190867,00001096,010,00140318,00000000,00000000,001024,002,000,00001024,00095740,01,0000022368262005,00000000,00000000,004,002,016,016,1
007,00000000,00190962,00001008,010,00138836,00000000,00000000,001024,002,000,00001024,00095717,01,0000022295505620,00000000,00000000,004,002,016,016,1
008,00000000,00190399,00001018,010,00139883,00000000,00000000,001024,002,000,00001024,00095889,01,0000022051180667,00000000,00000000,004,002,016,016,1
009,00000000,00190489,00001169,010,00140340,00000000,00000000,001024,002,000,00001024,00095475,01,0000021609596120,00000000,00000000,004,002,016,016,1
010,00000000,00190634,00001397,010,00139306,00000000,00000000,001024,002,000,00001024,00096008,01,0000022049135704,00000000,00000000,004,002,016,016,1
011,00000000,00190777,00006082,010,00139583,00000000,00000000,001024,002,000,00001024,00095782,01,0000022192229019,00000000,00000000,004,002,016,016,1
012,00000000,00190927,00001423,010,00140094,00000000,00000000,001024,002,000,00001024,00095665,01,0000021968900939,00000000,00000000,004,002,016,016,1
013,00000000,00190727,00001153,010,00140041,00000000,00000000,001024,002,000,00001024,00095583,01,0000021556379496,00000000,00000000,004,002,016,016,1
014,00000000,00190748,00001467,010,00139987,00000000,00000000,001024,002,000,00001024,00095804,01,0000021741691826,00000000,00000000,004,002,016,016,1
015,00000000,00191292,00001133,010,00139301,00000000,00000000,001024,002,000,00001024,00095674,01,0000020780903012,00000000,00000000,004,002,016,016,1
000,00000000,00190972,00002987,010,00140611,00000000,00000000,001024,003,000,00001024,00096068,01,0000022439617604,00000000,00000000,004,002,016,016,1
001,00000000,00191164,00001307,010,00139949,00000000,00000000,001024,003,000,00001024,00095719,01,0000022428969306,00000000,00000000,004,002,016,016,1
002,00000000,00191147,00001014,010,00139535,00000000,00000000,001024,003,000,00001024,00095682,01,0000022385736451,00000000,00000000,004,002,016,016,1
003,00000000,00191145,00000922,010,00139902,00000000,00000000,001024,003,000,00001024,00095968,01,0000022154124886,00000000,00000000,004,002,016,016,1
004,00000000,00191054,00004169,010,00140495,00000000,00000000,001024,003,000,00001024,00096008,01,0000022423717524,00000000,00000000,004,002,016,016,1
005,00000000,00190929,00001029,010,00139747,00000000,00000000,001024,003,000,00001024,00095799,01,0000021460443516,00000000,00000000,004,002,016,016,1
006,00000000,00190764,00001133,010,00140222,00000000,00000000,001024,003,000,00001024,00096013,01,0000022309415674,00000000,00000000,004,002,016,016,1
007,00000000,00190889,00001033,010,00140567,00000000,00000000,001024,003,000,00001024,00095663,01,0000022195635120,00000000,00000000,004,002,016,016,1
008,00000000,00191069,00000991,010,00138584,00000000,00000000,001024,003,000,00001024,00095465,01,0000022153957247,00000000,00000000,004,002,016,016,1
009,00000000,00191003,00001168,010,00138755,00000000,00000000,001024,003,000,00001024,00095512,01,0000021557679085,00000000,00000000,004,002,016,016,1
010,00000000,00191328,00001351,010,00138859,00000000,00000000,001024,003,000,00001024,00095727,01,0000022384956257,00000000,00000000,004,002,016,016,1
011,00000000,00190716,00006184,010,00140514,00000000,00000000,001024,003,000,00001024,00095949,01,0000022374353248,00000000,00000000,004,002,016,016,1
012,00000000,00191246,00001372,010,00140057,00000000,00000000,001024,003,000,00001024,00095711,01,0000022144302810,00000000,00000000,004,002,016,016,1
013,00000000,00190837,00001151,010,00139497,00000000,00000000,001024,003,000,00001024,00095549,01,0000021632416923,00000000,00000000,004,002,016,016,1
014,00000000,00190825,00001569,010,00140364,00000000,00000000,001024,003,000,00001024,00095874,01,0000021778817780,00000000,00000000,004,002,016,016,1
015,00000000,00191274,00001222,010,00139804,00000000,00000000,001024,003,000,00001024,00095981,01,0000021362852649,00000000,00000000,004,002,016,016,1
000,00000000,00451128,00003335,010,00312446,00000000,00000000,001024,000,001,00001024,00227032,01,0000014930889630,00000000,00000000,004,002,016,016,1
001,00000000,00448549,00002557,010,00310734,00000000,00000000,001024,000,001,00001024,00225655,01,0000014791315915,00000000,00000000,004,002,016,016,1
002,00000000,00451621,00002567,010,00311638,00000000,00000000,001024,000,001,00001024,00227350,01,0000014942032332,00000000,00000000,004,002,016,016,1
003,00000000,00448211,00002329,010,00310553,00000000,00000000,001024,000,001,00001024,00225531,01,0000014894374889,00000000,00000000,004,002,016,016,1
004,00000000,00453801,00009919,010,00312171,00000000,00000000,001024,000,001,00001024,00228107,01,0000014927129228,00000000,00000000,004,002,016,016,1
005,00000000,00451183,00003382,010,00311730,00000000,00000000,001024,000,001,00001024,00227489,01,0000014560859695,00000000,00000000,004,002,016,016,1
006,00000000,00451076,00004414,010,00311899,00000000,00000000,001024,000,001,00001024,00226940,01,0000014956532056,00000000,00000000,004,002,016,016,1
007,00000000,00448245,00002293,010,00310231,00000000,00000000,001024,000,001,00001024,00225240,01,0000014748450820,00000000,00000000,004,002,016,016,1
008,00000000,00450336,00002245,010,00310685,00000000,00000000,001024,000,001,00001024,00226298,01,0000014591152663,00000000,00000000,004,002,016,016,1
009,00000000,00453620,00002614,010,00312715,00000000,00000000,001024,000,001,00001024,00228486,01,0000014644600495,00000000,00000000,004,002,016,016,1
010,00000000,00449380,00003181,010,00311574,00000000,00000000,001024,000,001,00001024,00226798,01,0000014834176469,00000000,00000000,004,002,016,016,1
011,00000000,00451649,00006999,010,00311321,00000000,00000000,001024,000,001,00001024,00227486,01,0000014991470899,00000000,00000000,004,002,016,016,1
012,00000000,00451594,00003553,010,00312445,00000000,00000000,001024,000,001,00001024,00227360,01,0000014908264659,00000000,00000000,004,002,016,016,1
013,00000000,00448626,00002721,010,00309414,00000000,00000000,001024,000,001,00001024,00226444,01,0000014506032541,00000000,00000000,004,002,016,016,1
014,00000000,00452166,00004809,010,00310757,00000000,00000000,001024,000,001,00001024,00227662,01,0000014660324838,00000000,00000000,004,002,016,016,1
015,00000000,00429022,00003212,010,00297502,00000000,00000000,001024,000,001,00001024,00216005,01,0000001591419313,00000000,00000000,004,002,016,016,1
000,00000000,00608483,00004439,010,00431942,00000000,00000000,001024,001,001,00001024,00306078,01,0000019846802489,00000000,00000000,004,002,016,016,1
001,00000000,00607968,00003294,010,00430594,00000000,00000000,001024,001,001,00001024,00305603,01,0000020110341259,00000000,00000000,004,002,016,016,1
002,00000000,00608784,00003490,010,00431466,00000000,00000000,001024,001,001,00001024,00306553,01,0000020073948572,00000000,00000000,004,002,016,016,1
003,00000000,00607702,00003171,010,00432309,00000000,00000000,001024,001,001,00001024,00305939,01,0000019637200299,00000000,00000000,004,002,016,016,1
004,00000000,00607381,00013236,010,00430535,00000000,00000000,001024,001,001,00001024,00305806,01,0000019979482220,00000000,00000000,004,002,016,016,1
005,00000000,00605234,00004528,010,00429244,00000000,00000000,001024,001,001,00001024,00304925,01,0000019595663264,00000000,00000000,004,002,016,016,1
006,00000000,00607778,00005814,010,00431710,00000000,00000000,001024,001,001,00001024,00305581,01,0000020136773096,00000000,00000000,004,002,016,016,1
007,00000000,00606419,00003081,010,00429034,00000000,00000000,001024,001,001,00001024,00305302,01,0000020019166576,00000000,00000000,004,002,016,016,1
008,00000000,00606794,00003058,010,00429473,00000000,00000000,001024,001,001,00001024,00305030,01,0000019621531353,00000000,00000000,004,002,016,016,1
009,00000000,00607196,00003655,010,00429631,00000000,00000000,001024,001,001,00001024,00305446,01,0000019191659605,00000000,00000000,004,002,016,016,1
010,00000000,00607521,00004369,010,00428511,00000000,00000000,001024,001,001,00001024,00305604,01,0000020048324444,00000000,00000000,004,002,016,016,1
011,00000000,00606449,00009253,010,00428008,00000000,00000000,001024,001,001,00001024,00304793,01,0000019991242458,00000000,00000000,004,002,016,016,1
012,00000000,00582441,00004686,010,00408183,00000000,00000000,001024,001,001,00001024,00292207,01,0000002012793590,00000000,00000000,004,002,016,016,1
013,00000000,00605012,00003801,010,00427469,00000000,00000000,001024,001,001,00001024,00304099,01,0000019363967118,00000000,00000000,004,002,016,016,1
014,00000000,00606692,00006653,010,00428019,00000000,00000000,001024,001,001,00001024,00304920,01,0000019539266397,00000000,00000000,004,002,016,016,1
015,00000000,00605309,00004587,010,00430340,00000000,00000000,001024,001,001,00001024,00305250,01,0000019234486505,00000000,00000000,004,002,016,016,1
000,00000000,00221464,00001593,010,00162468,00000000,00000000,001024,002,001,00001024,00111291,01,0000021961481423,00000000,00000000,004,002,016,016,1
001,00000000,00221526,00001226,010,00162504,00000000,00000000,001024,002,001,00001024,00111098,01,0000022141192112,00000000,00000000,004,002,016,016,1
002,00000000,00221624,00001271,010,00161280,00000000,00000000,001024,002,001,00001024,00110873,01,0000021947660997,00000000,00000000,004,002,016,016,1
003,00000000,00221084,00001108,010,00162431,00000000,00000000,001024,002,001,00001024,00111073,01,0000021832691394,00000000,00000000,004,002,016,016,1
004,00000000,00220812,00004808,010,00161716,00000000,00000000,001024,002,001,00001024,00111039,01,0000022239428526,00000000,00000000,004,002,016,016,1
005,00000000,00220986,00001646,010,00162576,00000000,00000000,001024,002,001,00001024,00110845,01,0000021654290731,00000000,00000000,004,002,016,016,1
006,00000000,00221212,00002124,010,00161915,00000000,00000000,001024,002,001,00001024,00111120,01,0000022179272019,00000000,00000000,004,002,016,016,1
007,00000000,00221609,00001168,010,00162403,00000000,00000000,001024,002,001,00001024,00110988,01,0000022228677586,00000000,00000000,004,002,016,016,1
008,00000000,00221009,00001143,010,00162375,00000000,00000000,001024,002,001,00001024,00110988,01,0000022088634362,00000000,00000000,004,002,016,016,1
009,00000000,00221396,00001302,010,00161830,00000000,00000000,001024,002,001,00001024,00110824,01,0000021447105433,00000000,00000000,004,002,016,016,1
010,00000000,00221229,00001532,010,00162056,00000000,00000000,001024,002,001,00001024,00111070,01,0000022050329124,00000000,00000000,004,002,016,016,1
011,00000000,00221393,00003354,010,00161859,00000000,00000000,001024,002,001,00001024,00111104,01,0000022183571782,00000000,00000000,004,002,016,016,1
012,00000000,00221102,00001649,010,00161729,00000000,00000000,001024,002,001,00001024,00110888,01,0000022003100966,00000000,00000000,004,002,016,016,1
013,00000000,00220678,00001367,010,00161807,00000000,00000000,001024,002,001,00001024,00110812,01,0000021520371094,00000000,00000000,004,002,016,016,1
014,00000000,00221399,00002474,010,00162193,00000000,00000000,001024,002,001,00001024,00110938,01,0000021635635547,00000000,00000000,004,002,016,016,1
015,00000000,00221431,00001588,010,00162116,00000000,00000000,001024,002,001,00001024,00111295,01,0000021077083235,00000000,00000000,004,002,016,016,1
000,00000000,00221652,00001544,010,00161590,00000000,00000000,001024,003,001,00001024,00111453,01,0000021770710078,00000000,00000000,004,002,016,016,1
001,00000000,00222224,00001304,010,00161422,00000000,00000000,001024,003,001,00001024,00110801,01,0000021539132204,00000000,00000000,004,002,016,016,1
002,00000000,00221939,00001247,010,00162028,00000000,00000000,001024,003,001,00001024,00111251,01,0000022198023777,00000000,00000000,004,002,016,016,1
003,00000000,00221829,00001164,010,00161181,00000000,00000000,001024,003,001,00001024,00111123,01,0000022010183713,00000000,00000000,004,002,016,016,1
004,00000000,00221644,00004887,010,00161319,00000000,00000000,001024,003,001,00001024,00111145,01,0000022087381253,00000000,00000000,004,002,016,016,1
005,00000000,00221641,00001669,010,00162559,00000000,00000000,001024,003,001,00001024,00111075,01,0000020810902009,00000000,00000000,004,002,016,016,1
006,00000000,00221827,00002160,010,00162532,00000000,00000000,001024,003,001,00001024,00111134,01,0000022246737950,00000000,00000000,004,002,016,016,1
007,00000000,00221448,00001106,010,00162434,00000000,00000000,001024,003,001,00001024,00111295,01,0000022102256379,00000000,00000000,004,002,016,016,1
008,00000000,00221859,00001138,010,00160710,00000000,00000000,001024,003,001,00001024,00111100,01,0000021781982172,00000000,00000000,004,002,016,016,1
009,00000000,00221760,00001289,010,00161089,00000000,00000000,001024,003,001,00001024,00111437,01,0000021374318630,00000000,00000000,004,002,016,016,1
010,00000000,00221873,00001549,010,00161294,00000000,00000000,001024,003,001,00001024,00111209,01,0000022143573163,00000000,00000000,004,002,016,016,1
011,00000000,00221922,00003353,010,00160995,00000000,00000000,001024,003,001,00001024,00111392,01,0000022094268744,00000000,00000000,004,002,016,016,1
012,00000000,00221710,00001665,010,00162425,00000000,00000000,001024,003,001,00001024,00111038,01,0000021954522947,00000000,00000000,004,002,016,016,1
013,00000000,00221932,00001399,010,00160575,00000000,00000000,001024,003,001,00001024,00111355,01,0000021545200157,00000000,00000000,004,002,016,016,1
014,00000000,00221541,00002317,010,00162380,00000000,00000000,001024,003,001,00001024,00111354,01,0000021402111060,00000000,00000000,004,002,016,016,1
015,00000000,00221789,00001636,010,00160981,00000000,00000000,001024,003,001,00001024,00111151,01,0000021113269287,00000000,00000000,004,002,016,016,1
000,00000000,00382597,00003858,010,00282952,00000000,00000000,001024,000,002,00001024,00192767,01,0000011814571762,00000000,00000000,004,002,016,016,1
001,00000000,00383025,00001779,010,00282300,00000000,00000000,001024,000,002,00001024,00193121,01,0000011731793314,00000000,00000000,004,002,016,016,1
002,00000000,00383486,00002067,010,00282652,00000000,00000000,001024,000,002,00001024,00193790,01,0000011689230990,00000000,00000000,004,002,016,016,1
003,00000000,00378889,00003349,010,00279411,00000000,00000000,001024,000,002,00001024,00191002,01,0000011510208391,00000000,00000000,004,002,016,016,1
004,00000000,00383464,00008532,010,00282134,00000000,00000000,001024,000,002,00001024,00193321,01,0000011810967100,00000000,00000000,004,002,016,016,1
005,00000000,00378570,00003330,010,00280055,00000000,00000000,001024,000,002,00001024,00190347,01,0000011411010873,00000000,00000000,004,002,016,016,1
006,00000000,00383023,00002518,010,00282341,00000000,00000000,001024,000,002,00001024,00193073,01,0000011608497670,00000000,00000000,004,002,016,016,1
007,00000000,00375730,00002213,010,00281456,00000000,00000000,001024,000,002,00001024,00190323,01,0000011500556129,00000000,00000000,004,002,016,016,1
008,00000000,00383418,00001808,010,00283092,00000000,00000000,001024,000,002,00001024,00192823,01,0000011619387362,00000000,00000000,004,002,016,016,1
009,00000000,00385133,00002116,010,00283357,00000000,00000000,001024,000,002,00001024,00193943,01,0000011581068925,00000000,00000000,004,002,016,016,1
010,00000000,00384625,00002986,010,00281744,00000000,00000000,001024,000,002,00001024,00193632,01,0000011816989069,00000000,00000000,004,002,016,016,1
011,00000000,00381145,00005676,010,00282589,00000000,00000000,001024,000,002,00001024,00192552,01,0000011776136609,00000000,00000000,004,002,016,016,1
012,00000000,00367974,00002575,010,00271879,00000000,00000000,001024,000,002,00001024,00185451,01,0000001299824774,00000000,00000000,004,002,016,016,1
013,00000000,00383502,00002277,010,00283762,00000000,00000000,001024,000,002,00001024,00193737,01,0000011472262568,00000000,00000000,004,002,016,016,1
014,00000000,00381893,00002836,010,00283455,00000000,00000000,001024,000,002,00001024,00193404,01,0000011516101619,00000000,00000000,004,002,016,016,1
