tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00319528,00319528,020,00277941,00041587,00041587,001024,000,000,00016384,00319528
001,00318950,00318950,020,00277304,00041646,00041646,001024,000,000,00016384,00318950
002,00318848,00318848,020,00277205,00041643,00041643,001024,000,000,00016384,00318848
003,00318999,00318999,020,00277219,00041780,00041780,001024,000,000,00016384,00318999
004,00318739,00318739,020,00276831,00041908,00041908,001024,000,000,00016384,00318739
005,00318700,00318700,020,00277101,00041599,00041599,001024,000,000,00016384,00318700
006,00318219,00318219,020,00276471,00041748,00041748,001024,000,000,00016384,00318219
007,00319941,00319941,020,00278235,00041706,00041706,001024,000,000,00016384,00319941
008,00319696,00319696,020,00277932,00041764,00041764,001024,000,000,00016384,00319696
009,00319506,00319506,020,00277680,00041826,00041826,001024,000,000,00016384,00319506
010,00318801,00318801,020,00277155,00041646,00041646,001024,000,000,00016384,00318801
011,00319111,00319111,020,00277670,00041441,00041441,001024,000,000,00016384,00319111
012,00319484,00319484,020,00277947,00041537,00041537,001024,000,000,00016384,00319484
013,00318856,00318856,020,00277514,00041342,00041342,001024,000,000,00016384,00318856
014,00319116,00319116,020,00277381,00041735,00041735,001024,000,000,00016384,00319116
015,00317832,00317832,020,00276588,00041244,00041244,001024,000,000,00016384,00317832
016,00318549,00318549,020,00276763,00041786,00041786,001024,000,000,00016384,00318549
017,00318341,00318341,020,00276643,00041698,00041698,001024,000,000,00016384,00318341
018,00317330,00317330,020,00276386,00040944,00040944,001024,000,000,00016384,00317330
019,00318201,00318201,020,00276724,00041477,00041477,001024,000,000,00016384,00318201
020,00318109,00318109,020,00276821,00041288,00041288,001024,000,000,00016384,00318109
021,00317977,00317977,020,00276528,00041449,00041449,001024,000,000,00016384,00317977
022,00318271,00318271,020,00276915,00041356,00041356,001024,000,000,00016384,00318271
023,00318470,00318470,020,00276995,00041475,00041475,001024,000,000,00016384,00318470
024,00318839,00318839,020,00277120,00041719,00041719,001024,000,000,00016384,00318839
025,00317743,00317743,020,00275899,00041844,00041844,001024,000,000,00016384,00317743
026,00318767,00318767,020,00277372,00041395,00041395,001024,000,000,00016384,00318767
027,00317674,00317674,020,00275998,00041676,00041676,001024,000,000,00016384,00317674
028,00318955,00318955,020,00277492,00041463,00041463,001024,000,000,00016384,00318955
029,00317545,00317545,020,00276037,00041508,00041508,001024,000,000,00016384,00317545
030,00317537,00317537,020,00276677,00040860,00040860,001024,000,000,00016384,00317537
031,00318579,00318579,020,00277089,00041490,00041490,001024,000,000,00016384,00318579
000,00318827,00318827,020,00277515,00041312,00041312,001024,000,001,00016384,00318827
001,00318529,00318529,020,00276991,00041538,00041538,001024,000,001,00016384,00318529
002,00318551,00318551,020,00277103,00041448,00041448,001024,000,001,00016384,00318551
003,00318426,00318426,020,00277243,00041183,00041183,001024,000,001,00016384,00318426
004,00318115,00318115,020,00276593,00041522,00041522,001024,000,001,00016384,00318115
005,00318859,00318859,020,00277100,00041759,00041759,001024,000,001,00016384,00318859
006,00318334,00318334,020,00276981,00041353,00041353,001024,000,001,00016384,00318334
007,00318843,00318843,020,00277535,00041308,00041308,001024,000,001,00016384,00318843
008,00318683,00318683,020,00277578,00041105,00041105,001024,000,001,00016384,00318683
009,00317886,00317886,020,00276451,00041435,00041435,001024,000,001,00016384,00317886
010,00319313,00319313,020,00277741,00041572,00041572,001024,000,001,00016384,00319313
011,00318946,00318946,020,00277756,00041190,00041190,001024,000,001,00016384,00318946
012,00318452,00318452,020,00277579,00040873,00040873,001024,000,001,00016384,00318452
013,00317846,00317846,020,00276821,00041025,00041025,001024,000,001,00016384,00317846
014,00318658,00318658,020,00277363,00041295,00041295,001024,000,001,00016384,00318658
015,00317258,00317258,020,00276098,00041160,00041160,001024,000,001,00016384,00317258
016,00317349,00317349,020,00276314,00041035,00041035,001024,000,001,00016384,00317349
017,00316944,00316944,020,00275971,00040973,00040973,001024,000,001,00016384,00316944
018,00317192,00317192,020,00276363,00040829,00040829,001024,000,001,00016384,00317192
019,00317632,00317632,020,00276352,00041280,00041280,001024,000,001,00016384,00317632
020,00318232,00318232,020,00277092,00041140,00041140,001024,000,001,00016384,00318232
021,00318033,00318033,020,00276670,00041363,00041363,001024,000,001,00016384,00318033
022,00317575,00317575,020,00276771,00040804,00040804,001024,000,001,00016384,00317575
023,00317487,00317487,020,00276340,00041147,00041147,001024,000,001,00016384,00317487
024,00317943,00317943,020,00276695,00041248,00041248,001024,000,001,00016384,00317943
025,00318151,00318151,020,00277144,00041007,00041007,001024,000,001,00016384,00318151
026,00317989,00317989,020,00276858,00041131,00041131,001024,000,001,00016384,00317989
027,00317906,00317906,020,00276467,00041439,00041439,001024,000,001,00016384,00317906
028,00317845,00317845,020,00276802,00041043,00041043,001024,000,001,00016384,00317845
029,00317550,00317550,020,00276020,00041530,00041530,001024,000,001,00016384,00317550
030,00317302,00317302,020,00276191,00041111,00041111,001024,000,001,00016384,00317302
031,00318606,00318606,020,00277254,00041352,00041352,001024,000,001,00016384,00318606
000,00277200,00277200,020,00255487,00021713,00021713,001024,000,002,00016384,00277200
001,00278300,00278300,020,00256651,00021649,00021649,001024,000,002,00016384,00278300
002,00276000,00276000,020,00254228,00021772,00021772,001024,000,002,00016384,00276000
003,00279000,00279000,020,00257267,00021733,00021733,001024,000,002,00016384,00279000
004,00277600,00277600,020,00256104,00021496,00021496,001024,000,002,00016384,00277600
005,00277216,00277216,020,00255573,00021643,00021643,001024,000,002,00016384,00277216
006,00276631,00276631,020,00254902,00021729,00021729,001024,000,002,00016384,00276631
007,00276900,00276900,020,00255176,00021724,00021724,001024,000,002,00016384,00276900
008,00276582,00276582,020,00254954,00021628,00021628,001024,000,002,00016384,00276582
009,00277200,00277200,020,00255652,00021548,00021548,001024,000,002,00016384,00277200
010,00278800,00278800,020,00257104,00021696,00021696,001024,000,002,00016384,00278800
011,00273800,00273800,020,00252589,00021211,00021211,001024,000,002,00016384,00273800
012,00276991,00276991,020,00255347,00021644,00021644,001024,000,002,00016384,00276991
013,00273700,00273700,020,00252374,00021326,00021326,001024,000,002,00016384,00273700
014,00274400,00274400,020,00252837,00021563,00021563,001024,000,002,00016384,00274400
015,00270636,00270636,020,00249379,00021257,00021257,001024,000,002,00016384,00270636
016,00272000,00272000,020,00250792,00021208,00021208,001024,000,002,00016384,00272000
017,00273220,00273220,020,00251877,00021343,00021343,001024,000,002,00016384,00273220
018,00273806,00273806,020,00252367,00021439,00021439,001024,000,002,00016384,00273806
019,00272735,00272735,020,00251066,00021669,00021669,001024,000,002,00016384,00272735
020,00271974,00271974,020,00250481,00021493,00021493,001024,000,002,00016384,00271974
021,00271800,00271800,020,00250534,00021266,00021266,001024,000,002,00016384,00271800
022,00271954,00271954,020,00250521,00021433,00021433,001024,000,002,00016384,00271954
023,00272700,00272700,020,00251144,00021556,00021556,001024,000,002,00016384,00272700
024,00272100,00272100,020,00250828,00021272,00021272,001024,000,002,00016384,00272100
025,00271800,00271800,020,00250453,00021347,00021347,001024,000,002,00016384,00271800
026,00278000,00278000,020,00256402,00021598,00021598,001024,000,002,00016384,00278000
027,00270718,00270718,020,00249640,00021078,00021078,001024,000,002,00016384,00270718
028,00271300,00271300,020,00250034,00021266,00021266,001024,000,002,00016384,00271300
029,00270538,00270538,020,00249331,00021207,00021207,001024,000,002,00016384,00270538
030,00276100,00276100,020,00254420,00021680,00021680,001024,000,002,00016384,00276100
031,00277936,00277936,020,00256194,00021742,00021742,001024,000,002,00016384,00277936
